-a0,-a1,-a2,events,game,ml_french_qcm-0-a0,ml_french_qcm-0-a2,ml_french_qcm-0-a3,ml_french_qcm-0-b,ml_french_qcm-0-duration,ml_french_qcm-0-nbvisit,ml_french_qcm-1-a1,ml_french_qcm-1-a2,ml_french_qcm-1-a3,ml_french_qcm-1-b,ml_french_qcm-1-duration,ml_french_qcm-1-nbvisit,ml_french_qcm-10-a0,ml_french_qcm-10-a1,ml_french_qcm-10-a3,ml_french_qcm-10-b,ml_french_qcm-10-duration,ml_french_qcm-10-nbvisit,ml_french_qcm-11-a0,ml_french_qcm-11-a1,ml_french_qcm-11-a2,ml_french_qcm-11-a3,ml_french_qcm-11-b,ml_french_qcm-11-duration,ml_french_qcm-11-nbvisit,ml_french_qcm-12-a0,ml_french_qcm-12-a1,ml_french_qcm-12-a2,ml_french_qcm-12-a3,ml_french_qcm-12-b,ml_french_qcm-12-duration,ml_french_qcm-12-nbvisit,ml_french_qcm-13-a0,ml_french_qcm-13-a2,ml_french_qcm-13-a3,ml_french_qcm-13-b,ml_french_qcm-13-duration,ml_french_qcm-13-nbvisit,ml_french_qcm-14-a1,ml_french_qcm-14-a3,ml_french_qcm-14-b,ml_french_qcm-14-duration,ml_french_qcm-14-nbvisit,ml_french_qcm-2-a0,ml_french_qcm-2-a2,ml_french_qcm-2-a3,ml_french_qcm-2-b,ml_french_qcm-2-duration,ml_french_qcm-2-nbvisit,ml_french_qcm-3-a1,ml_french_qcm-3-a2,ml_french_qcm-3-a3,ml_french_qcm-3-a4,ml_french_qcm-3-a5,ml_french_qcm-3-b,ml_french_qcm-3-duration,ml_french_qcm-3-nbvisit,ml_french_qcm-4-a0,ml_french_qcm-4-a1,ml_french_qcm-4-a2,ml_french_qcm-4-a4,ml_french_qcm-4-b,ml_french_qcm-4-duration,ml_french_qcm-4-nbvisit,ml_french_qcm-5-a0,ml_french_qcm-5-a1,ml_french_qcm-5-a2,ml_french_qcm-5-a4,ml_french_qcm-5-b,ml_french_qcm-5-duration,ml_french_qcm-5-nbvisit,ml_french_qcm-6-a0,ml_french_qcm-6-a1,ml_french_qcm-6-a2,ml_french_qcm-6-a3,ml_french_qcm-6-b,ml_french_qcm-6-duration,ml_french_qcm-6-nbvisit,ml_french_qcm-7-a3,ml_french_qcm-7-a4,ml_french_qcm-7-a5,ml_french_qcm-7-a6,ml_french_qcm-7-b,ml_french_qcm-7-duration,ml_french_qcm-7-nbvisit,ml_french_qcm-8-a1,ml_french_qcm-8-a2,ml_french_qcm-8-a3,ml_french_qcm-8-b,ml_french_qcm-8-duration,ml_french_qcm-8-nbvisit,ml_french_qcm-9-a0,ml_french_qcm-9-a1,ml_french_qcm-9-a2,ml_french_qcm-9-a3,ml_french_qcm-9-b,ml_french_qcm-9-duration,ml_french_qcm-9-nbvisit,next,on,on-a2,person_id,qn,qtime,simple_french_qcm-0-a0,simple_french_qcm-0-a1,simple_french_qcm-0-a2,simple_french_qcm-0-b,simple_french_qcm-0-duration,simple_french_qcm-0-nbvisit,simple_french_qcm-1-a1,simple_french_qcm-1-a2,simple_french_qcm-1-b,simple_french_qcm-1-duration,simple_french_qcm-1-nbvisit,simple_french_qcm-2-a0,simple_french_qcm-2-a1,simple_french_qcm-2-a2,simple_french_qcm-2-a3,simple_french_qcm-2-b,simple_french_qcm-2-duration,simple_french_qcm-2-nbvisit,simple_french_qcm-3-a0,simple_french_qcm-3-a2,simple_french_qcm-3-a3,simple_french_qcm-3-a4,simple_french_qcm-3-b,simple_french_qcm-3-duration,simple_french_qcm-3-nbvisit,simple_french_qcm-4-a0,simple_french_qcm-4-a1,simple_french_qcm-4-a2,simple_french_qcm-4-a3,simple_french_qcm-4-b,simple_french_qcm-4-duration,simple_french_qcm-4-nbvisit,simple_french_qcm-5-a0,simple_french_qcm-5-a1,simple_french_qcm-5-a2,simple_french_qcm-5-a4,simple_french_qcm-5-b,simple_french_qcm-5-duration,simple_french_qcm-5-nbvisit,simple_french_qcm-6-a0,simple_french_qcm-6-a1,simple_french_qcm-6-a2,simple_french_qcm-6-a3,simple_french_qcm-6-a4,simple_french_qcm-6-a5,simple_french_qcm-6-b,simple_french_qcm-6-duration,simple_french_qcm-6-nbvisit,simple_french_qcm-7-a0,simple_french_qcm-7-a1,simple_french_qcm-7-a2,simple_french_qcm-7-b,simple_french_qcm-7-duration,simple_french_qcm-7-nbvisit,simple_french_qcm-8-ANS,simple_french_qcm-8-b,simple_french_qcm-8-duration,simple_french_qcm-8-nbvisit,time
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33e5a65b534574acfb6e,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:04:51.244
,,,"-a4,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,d228121baddcfea28ec2,3,end,,,,,,,,,,,,,,,,,,,,,,on,ok,0 days 00:00:09.898000000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:04:51.291
,,,,simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,14db30224001f714a266,8,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Thales,ok,0 days 00:00:47.971000000,1.0,2018-12-13 16:04:51.447
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d228121baddcfea28ec2,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:04:51.588
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b0316cecc64ba1c1bd87,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:04:51.682
,,,"-a1,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2c987776b9f528f4eeec,0,end,,on,,ok,0 days 00:00:07.878000000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:04:53.353
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2c987776b9f528f4eeec,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:04:53.400
,,,"-a0,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,b0316cecc64ba1c1bd87,3,end,,,,,,,,,,,,,,,,,,,on,,,,ok,0 days 00:00:37.034000000,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:04:55.055
,,,"-a0,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3747fb5233006d3805da,0,end,on,,,skip,0 days 00:00:04.546000000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:04:55.071
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b0316cecc64ba1c1bd87,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:04:55.102
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3747fb5233006d3805da,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:04:55.149
,,,,simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3747fb5233006d3805da,1,end,,,,,,,,,skip,0 days 00:00:01.422000000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:04:56.571
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3747fb5233006d3805da,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:04:56.649
,,,,simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,3747fb5233006d3805da,2,end,,,,,,,,,,,,,,,,skip,0 days 00:00:01.953000000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:04:58.602
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3747fb5233006d3805da,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:04:58.681
,,,,simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,3747fb5233006d3805da,3,end,,,,,,,,,,,,,,,,,,,,,,,skip,0 days 00:00:01.810000000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:05:00.491
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3747fb5233006d3805da,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:05:00.569
,,,,simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,3747fb5233006d3805da,4,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skip,0 days 00:00:02.889000000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:05:03.458
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3747fb5233006d3805da,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:05:03.536
,,,"-a0,on-a1,on-a0,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,d228121baddcfea28ec2,4,end,,,,,,,,,,,,,,,,,,,,,,,,,,,on,,,ok,1 days 00:00:00.000000000,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:05:04.174
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d228121baddcfea28ec2,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:05:04.409
,,,,simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,3747fb5233006d3805da,5,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skip,0 days 00:00:01.404000000,1.0,,,,,,,,,,,,,,,,,,,,2018-12-13 16:05:04.940
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3747fb5233006d3805da,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:05:05.003
,,,"-a2,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2c987776b9f528f4eeec,1,end,,,,,,,,on,skip,0 days 00:00:11.665000000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:05:05.065
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2c987776b9f528f4eeec,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:05:05.096
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b0316cecc64ba1c1bd87,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:05:08.096
,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,b0316cecc64ba1c1bd87,,event,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:05:08.096
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b0316cecc64ba1c1bd87,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:05:10.935
,,,"-a0,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,33e5a65b534574acfb6e,4,end,,,,,,,,,,,,,,,,,,,,,,,,,,on,,,,ok,0 days 00:00:20.316000000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:05:11.560
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33e5a65b534574acfb6e,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:05:11.607
,,,,simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,3747fb5233006d3805da,6,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,skip,0 days 00:00:07.557000000,1.0,,,,,,,,,,,2018-12-13 16:05:12.560
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b0316cecc64ba1c1bd87,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:05:12.622
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3747fb5233006d3805da,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:05:12.841
,,,"-a1,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,d228121baddcfea28ec2,5,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,on,,,ok,0 days 00:00:08.448000000,1.0,,,,,,,,,,,,,,,,,,,,2018-12-13 16:05:12.857
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d228121baddcfea28ec2,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:05:13.091
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b0316cecc64ba1c1bd87,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:05:14.193
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b0316cecc64ba1c1bd87,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:05:15.412
,,,,simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,b0d3a8fd2b67439fba05,8,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, Pythagore ,ok,0 days 00:00:26.559000000,1.0,2018-12-13 16:05:16.428
,,,"-a1,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,33e5a65b534574acfb6e,5,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,on,,,ok,0 days 00:00:08.102000000,1.0,,,,,,,,,,,,,,,,,,,,2018-12-13 16:05:19.709
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33e5a65b534574acfb6e,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:05:19.756
,,,"-a2,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,2c987776b9f528f4eeec,2,end,,,,,,,,,,,,,,on,,skip,1 days 00:00:00.000000000,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:05:20.131
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2c987776b9f528f4eeec,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:05:20.162
,,,"-a2,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,b0316cecc64ba1c1bd87,1,end,,,,,,,,on,ok,0 days 00:00:38.748000000,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:05:20.866
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b0316cecc64ba1c1bd87,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:05:20.912
,,,,simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,b0316cecc64ba1c1bd87,2,end,,,,,,,,,,,,,,,,skip,0 days 00:00:42.401000000,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:05:24.413
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b0316cecc64ba1c1bd87,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:05:24.460
,,,"-a0,on-a3,on-a0,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,b07297f205b22a5d42d5,6,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,on,,,ok,0 days 00:01:39.731000000,1.0,,,,,,,,,,,2018-12-13 16:05:25.723
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b07297f205b22a5d42d5,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:05:26.145
,,,"-a0,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,b0316cecc64ba1c1bd87,3,end,,,,,,,,,,,,,,,,,,,on,,,,ok,0 days 00:00:41.157000000,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:05:28.364
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b0316cecc64ba1c1bd87,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:05:28.395
,,,"-a0,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,2c987776b9f528f4eeec,3,end,,,,,,,,,,,,,,,,,,,on,,,,skip,0 days 00:00:08.536000000,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:05:28.698
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2c987776b9f528f4eeec,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:05:28.737
,,,"-a2,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,3747fb5233006d3805da,7,end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,on,ok,0 days 00:00:19.021000000,1.0,,,,,2018-12-13 16:05:31.862
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3747fb5233006d3805da,,begin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:05:31.893
,,,"-a1,on",simple_french_qcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,b0316cecc64ba1c1bd87,4,end,,,,,,,,,,,,,,,,,,,,,,,,,,,on,,,ok,0 days 00:00:03.670000000,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-12-13 16:05:31.940
